

*******************************************************************************
Ephemeris / WWW_USER Sat Nov 22 14:10:22 2025 Pasadena, USA      / Horizons
*******************************************************************************
Target body name: 153814 (2001 WN5)               {source: JPL#194}
Center body name: Sun (10)                        {source: DE441}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2028-Jan-01 00:00:00.0000 TDB
Stop  time      : A.D. 2028-Dec-30 00:00:00.0000 TDB
Step-size       : 60 minutes
*******************************************************************************
Center geodetic : 0.0, 0.0, 0.0                   {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.0, 0.0, 0.0                   {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : 695700.0, 695700.0, 695700.0 km {Equator_a, b, pole_c}
Small perturbers: Yes                             {source: SB441-N16}
Output units    : KM-S
Calendar mode   : Gregorian
Output type     : GEOMETRIC cartesian states
Output format   : 2 (position and velocity)
Reference frame : ICRF
*******************************************************************************
Initial IAU76/J2000 heliocentric ecliptic osculating elements (au, days, deg.):
  EPOCH=  2458083.5 ! 2017-Nov-26.00 (TDB)         Residual RMS= .21941        
   EC= .4669729312323679   QR= .9124751621924232   TP= 2457895.4428082719      
   OM= 277.5057205071764   W=  44.56461706945646   IN= 1.919764913833357       
  Equivalent ICRF heliocentric cartesian coordinates (au, au/d):
   X=-1.676694576041798E-01  Y= 1.791601297305704E+00  Z= 7.800061671072777E-01
  VX=-1.054047314943854E-02 VY= 3.991332353811014E-03 VZ= 1.368748066788809E-03
Asteroid physical parameters (km, seconds, rotational period in hours):        
   GM= n.a.                RAD= .466               ROTPER= 4.253               
   H= 18.28                G= .150                 B-V= n.a.                   
                           ALBEDO= .097            STYP= n.a.                  
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,
**************************************************************************************************************************************************************************************************
$$SOE
2461774.208333333, A.D. 2028-Jan-03 17:00:00.0000, -3.099120240308503E+08, -9.036594551019108E+06, -1.520036570573433E+07,  8.572083039295663E+00, -1.497704845746003E+01, -6.257603422020370E+00,
2461774.250000000, A.D. 2028-Jan-03 18:00:00.0000, -3.098811556228726E+08, -9.090511664498385E+06, -1.522289264033908E+07,  8.577032645997454E+00, -1.497690332516687E+01, -6.257360176213037E+00,
2461774.291666667, A.D. 2028-Jan-03 19:00:00.0000, -3.098502693947746E+08, -9.144428253879592E+06, -1.524541869849200E+07,  8.581983106387394E+00, -1.497675729211287E+01, -6.257116504445009E+00,
2461774.333333333, A.D. 2028-Jan-03 20:00:00.0000, -3.098193653434821E+08, -9.198344315919710E+06, -1.526794387865950E+07,  8.586934420703862E+00, -1.497661035781456E+01, -6.256872406495638E+00,
2461774.375000000, A.D. 2028-Jan-03 21:00:00.0000, -3.097884434659204E+08, -9.252259847373979E+06, -1.529046817930717E+07,  8.591886589185272E+00, -1.497646252178806E+01, -6.256627882144116E+00,
2461774.416666667, A.D. 2028-Jan-03 22:00:00.0000, -3.097575037590145E+08, -9.306174844994115E+06, -1.531299159889906E+07,  8.596839612069932E+00, -1.497631378354932E+01, -6.256382931169571E+00,
2461774.458333333, A.D. 2028-Jan-03 23:00:00.0000, -3.097265462196881E+08, -9.360089305531893E+06, -1.533551413589920E+07,  8.601793489596313E+00, -1.497616414261340E+01, -6.256137553350671E+00,
2461774.500000000, A.D. 2028-Jan-04 00:00:00.0000, -3.096955708448635E+08, -9.414003225737309E+06, -1.535803578877079E+07,  8.606748222002960E+00, -1.497601359849548E+01, -6.255891748466208E+00,
2461774.541666667, A.D. 2028-Jan-04 01:00:00.0000, -3.096645776314634E+08, -9.467916602356857E+06, -1.538055655597550E+07,  8.611703809528279E+00, -1.497586215071024E+01, -6.255645516294728E+00,
2461774.583333333, A.D. 2028-Jan-04 02:00:00.0000, -3.096335665764087E+08, -9.521829432137048E+06, -1.540307643597494E+07,  8.616660252410885E+00, -1.497570979877196E+01, -6.255398856614598E+00,
2461774.625000000, A.D. 2028-Jan-04 03:00:00.0000, -3.096025376766192E+08, -9.575741711822642E+06, -1.542559542722993E+07,  8.621617550889422E+00, -1.497555654219454E+01, -6.255151769204025E+00,
2461774.666666667, A.D. 2028-Jan-04 04:00:00.0000, -3.095714909290152E+08, -9.629653438154893E+06, -1.544811352819975E+07,  8.626575705202413E+00, -1.497540238049154E+01, -6.254904253841059E+00,
2461774.708333333, A.D. 2028-Jan-04 05:00:00.0000, -3.095404263305147E+08, -9.683564607875055E+06, -1.547063073734361E+07,  8.631534715588588E+00, -1.497524731317613E+01, -6.254656310303575E+00,
2461774.750000000, A.D. 2028-Jan-04 06:00:00.0000, -3.095093438780352E+08, -9.737475217722639E+06, -1.549314705311994E+07,  8.636494582286703E+00, -1.497509133976109E+01, -6.254407938369286E+00,
2461774.791666667, A.D. 2028-Jan-04 07:00:00.0000, -3.094782435684943E+08, -9.791385264433628E+06, -1.551566247398561E+07,  8.641455305535400E+00, -1.497493445975885E+01, -6.254159137815747E+00,
2461774.833333333, A.D. 2028-Jan-04 08:00:00.0000, -3.094471253988075E+08, -9.845294744744020E+06, -1.553817699839744E+07,  8.646416885573519E+00, -1.497477667268146E+01, -6.253909908420337E+00,
